"DISTRITO";"41";"PARTIDO FRENTE GRANDE";"CORDOBA";"MESA PROVINCIAL";"PRESIDENTE";"VIQUEIRA";"HORACIO GUSTAVO";"10512309";"10/04/2012";"09/04/2015"
"DISTRITO";"275";"PARTIDO VERDE";"BUENOS AIRES";"Congreso Provincial";"Secretario de Organización";"NORMA MABEL";"PÉREZ";"10514050";"09/06/2011";"09/06/2015"
"DISTRITO";"198";"ENCUENTRO POR LA DEMOCRACIA Y LA EQUIDAD";"LA PAMPA";"MESA DE CONDUCCION";"ASAMBLEISTA TITULAR";"VALDEZ";"EDITH";"10514599";"10/01/2014";"10/01/2016"
"DISTRITO";"198";"ENCUENTRO POR LA DEMOCRACIA Y LA EQUIDAD";"LA PAMPA";"MESA DE CONDUCCION";"ASAMBLEISTA TITULAR";"VALDEZ";"EDITH";"10514599";"10/01/2014";"10/01/2016"
"DISTRITO";"8";"Partido Federal";"BUENOS AIRES";"Vocal Titular 1°";"Junta de Gobierno";"PABLO EDUARDO";"FINAZZI";"10517563";"04/02/2013";"04/02/2016"
"DISTRITO";"161";"MEMORIA Y MOVILIZACIÓN SOCIAL";"MISIONES";"JUNTA ELECTORAL";"MIEMBRO INTEGRANTE";"FERNANDEZ";"RICARDO TUPAC";"10519113";"02/04/2013";"02/04/2015"
"DISTRITO";"3";"Union Civica Radical";"BUENOS AIRES";"Delegado/a suplente";"Convencion Provincial";"RICARDO HECTOR";"LOPEZ";"10521156";"25/10/2012";"25/10/2014"
"DISTRITO";"64";"PRO-PROPUESTA REPUBLICANA";"RÍO NEGRO";"CONVENCIÓN  VALLE MEDIO";"TITULAR";"REINA";"SUSANA ALBA";"10521476";"22/04/2013";"20/04/2015"
"DISTRITO";"57";"MOVIMIENTO DE ACCIÓN VECINAL";"SAN LUIS";"CONSEJO PROVINCIAL";"VOCAL TITULAR";"ROSALES";"RUBEN EVANS";"10521840";"17/07/2011";"17/07/2015"
"DISTRITO";"66";"PARTIDO SOLIDARIO";"SANTA FE";"JUNTA EJECUTIVA";"APODERADO";"ZALAZAR";"EDGARDO RUBÉN";"10524000";"03/09/2010";"03/09/2014"
"DISTRITO";"67";"KOLINA";"SANTA FE";"MESA DIRECTIVA";"TESORERO";"GAZZO";"ENRIQUE ROBERTO";"10524060";"ABRIL 2013 A ABRIL 2015";
"DISTRITO";"166";"UNIÓN DE LOS NEUQUINOS";"NEUQUÉN";"COMITE EJECUTIVO";"TESORERO SUPLENTE";"AMBROGI";"ANA ROSA";"10530304";"26/06/2012";"25/06/2016"
"DISTRITO";"2";"PARTIDO JUSTICIALISTA";"LA RIOJA";"CONGRESO PROVINCIAL - DPTO. ORTIZ DE CAMPO";"TITULAR";"ALANIZ";"NORMA JUSTA";"10535605";"20/12/2012";"20/12/2016"
"DISTRITO";"2";"PARTIDO JUSTICIALISTA";"RÍO NEGRO";"CONGRESO NACIONAL";"TITULAR";"CEJAS";"JORGE ALBERTO";"10536807";"16/03/2012";"16/03/2016"
"DISTRITO";"273";"Movimiento  Integración Latinoamericana de Expresión Social (M.I.L.E.S.)";"BUENOS AIRES";"Mesa Provincial ";;"EDUARDO MARCELO";"ARBIT";"10539147";"19/05/2011";"19/05/2014"
"DISTRITO";"277";"Partido del Trabajo y del Pueblo";"BUENOS AIRES";"Comité de Distrito";"Presidente";"JUAN CARLOS";"ALDERETE";"10539167";"18/09/2011";"18/09/2013"
"DISTRITO";"3";"UNIÓN CÍVICA RADICAL";"SAN JUAN";"COMITÉ DE PROVINCIA";"DELEGADO SUPLENTE";"LAMI";"JUAN CARLOS";"10540430";"20/04/2012";"15/04/2014"
"DISTRITO";"152";"PARTIDO RENOVADOR DE SALTA";"SALTA";"COMITÉ CENTRAL";"SECRETARIO";"PORCARA";"DOMINGO SALVADOR";"10541173";"26/03/2012";"26/03/2014"
"DISTRITO";"5";"PARTIDO DEMÓCRATA CRISTIANO";"CORDOBA";"JUNTA EJECUTIVA PROVINCIAL";"SUPLENTE";"BORELLO";"TADEO";"10544397";"14/10/2011";"14/10/2013"
"DISTRITO";"66";"PARTIDO SOLIDARIO";"CORDOBA";"JUNTA EJECUTIVA";"PRESIDENTE";"FERNANDEZ";"EDUARDO GABRIEL";"10545096";"13/05/2013";"13/05/2017"
"DISTRITO";"66";"PARTIDO SOLIDARIO";"CORDOBA";"JUNTA EJECUTIVA NACIONAL";"VICEPRESIDENTE 3°";"FERNANDEZ";"EDUARDO GABRIEL";"10545096";"13/05/2013";"13/05/2017"
"DISTRITO";"191";"VECINALISMO INDEPENDIENTE";"CORDOBA";"JUNTA CENTRAL PROVINCIAL";"PROSECRETARIO";"CATINI";"MARIA CELIA";"10545897";"27/07/2012";"27/07/2016"
"DISTRITO";"177";"PARTIDO UNIÓN Y LIBERTAD";"SAN LUIS";"JUNTA DIRECTIVA PROVINCIAL";"VOCAL";"MASJOAN";"ARTURO ANGEL";"10546622";"17/11/2010";"17/11/2014"
"DISTRITO";"3";"Union Civica Radical";"BUENOS AIRES";"Delegado/a";"Convencion Provincial";"GRACIELA MABEL";"VERTUA";"10553413";"25/10/2012";"25/10/2014"
"DISTRITO";"197";"PARTIDO FE";"LA PAMPA";"TRIBUNAL DISCIPLINA";"VOCAL TITULAR";"SANCHEZ";"EUSEBIO AMADOR";"10553527";"02/01/2014";"02/01/2016"
"DISTRITO";"162";"EL FRENTE Y LA PARTICIPACION NEUQUINA";"NEUQUÉN";"MESA RINCON DE LOS SAUCES";"1° TITULAR";"SOMBRA";"DANTE OMAR";"10553746";"10/08/2012";"10/08/2014"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"RÍO NEGRO";"CENTRO SOCIALISTA BARILOCHE Y ZONA ANDINA";"7° TITULAR";"SPESSA";"ANA CRISTINA";"10554028";"19/04/2013";"18/04/2015"
"DISTRITO";"41";"PARTIDO FRENTE GRANDE";"TUCUMÁN";"MESA PROVINCIAL";"NO CONSTA";"CAPILLA";"JUAN LUIS";"10556059";"2011 - 2015";
"DISTRITO";"69";"GEN";"BUENOS AIRES";"Junta Ejecutiva Provincial";"Secretario/a Administrativo y de Finanzas";"SILVIA LILIAN";"ZUBILLAGA";"10559435";"17/03/2013";"17/03/2015"
"DISTRITO";"2";"PARTIDO JUSTICIALISTA";"LA RIOJA";"CONGRESO PROVINCIAL - RAMA FEMENINA - DPTO. ROSARIO V. PEÑALOZA";"SUPLENTE";"RODRIGUEZ";"MARIA ANGELA";"10559680";"20/12/2012";"20/12/2016"
"DISTRITO";"72";"INSTRUMENTO ELECTORAL POR LA UNIDAD POPULAR";"CATAMARCA";"CONSEJO EJECUTIVO ";"VOCAL";"DIAZ";"MIGUEL MARCELO";"10560199";"20/05/2013";"20/05/2017"
"DISTRITO";"72";"INSTRUMENTO ELECTORAL POR LA UNIDAD POPULAR";"CATAMARCA";"CONSEJO EJECUTIVO ";"VICEPRESIDENTE";"BRIZUELA";"OSCAR ALFREDO";"10560363";"20/05/2013";"20/05/2017"
"DISTRITO";"57";"MOVIMIENTO DE ACCIÓN VECINAL ";"CATAMARCA";"CONSEJO PROVINCIAL";"VOCALES SUPLENTES";"CEREZO";"MIGUEL ALEJANDRO ";"10560514";"16/11/2010";"16/11/2014"
"DISTRITO";"66";"PARTIDO SOLIDARIO";"MENDOZA";"ASAMBLEA GENERAL";"SUPLENTE";"BORDON";"MARIA CRISTINA";"10561944";"12/12/2013";"12/12/2017"
"DISTRITO";"166";"UNIÓN DE LOS NEUQUINOS";"NEUQUÉN";"TRIBUNAL DE CUENTAS";"PRESIDENTE";"PERALTA";"ANGEL MIGUEL";"10562245";"26/06/2012";"25/06/2016"
"DISTRITO";"6";"PARTIDO INTRANSIGENTE";"BUENOS AIRES";"Comité de Provincia";"Delegado/a Titular";"BIBIANA R.";"GARCIA";"10562286";"03/03/2013";"03/03/2015"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"TUCUMÁN";"CONGR PROVINCIALES";"SUPLENTES";"LEDESMA";"RITO RENE";"10563725";"2012-2014";
"DISTRITO";"47";"COALICIÓN CÍVICA-AFIRMACIÓN PARA UNA REPÚBLICA IGUALITARIA ";"MENDOZA";"Secretariado Ejecutivo Provincial ";"Presidente";"GUTIÉRREZ";"GUSTAVO";"10564266";"22/08/2012";"22/08/2014"
"DISTRITO";"47";"COALICIÓN CÍVICA-AFIRMACIÓN PARA UNA REPÚBLICA IGUALITARIA ";"MENDOZA";"Asamblea Nacional";"Delegado Titular";"GUTIÉRREZ";"GUSTAVO";"10564266";"22/08/2012";"22/08/2014"
"DISTRITO";"54";"PARTIDO DE LA VICTORIA";"MENDOZA";"MESA EJECUTIVA PROVINCIAL";"VOCAL";"MARIN,MARIA ESTELA DEL R.";;"10564530";"10/02/2013";"10/02/2017"
"DISTRITO";"3";"Union Civica Radical";"BUENOS AIRES";"Delegado/a suplente";"Convencion Provincial";"ELENA ANGELICA";"FILGUEIRA";"10565238";"25/10/2012";"25/10/2014"
"DISTRITO";"177";"NUEVA DIRIGENCIA";"SAN JUAN";"COMISION DE CONTRALOR PATRIMONIAL";"SUPLENTE";"MAYA";"AMERICO BENJAMIN";"10566375";"08/03/2014";"08/03/2016"
"DISTRITO";"3";"Union Civica Radical";"BUENOS AIRES";"Delegado/a";"Convencion Provincial";"JOSE MARTIN AMARO";"FERRUCCIO";"10566775";"25/10/2012";"25/10/2014"
"DISTRITO";"54";"PARTIDO DE LA VICTORIA";"CORRIENTES";"Mesa Directiva";"Secretario de Prensa y Difusión";"ANGEL RAMÓN";"MANTARAS";"10567134";"01/06/2012";"01/06/2016"
"DISTRITO";"169";"PARTIDO POPULAR";"CORRIENTES";"Junta Ejecutiva Provincial";"Vocal";"DALMACIA NELIDA";"VEKIC";"10568388";"19/12/2012";"19/12/2014"
"DISTRITO";"54";"PARTIDO DE LA VICTORIA";"CORRIENTES";"Mesa Directiva";" ";"NORMA CATALINA";"PÉREZ";"10568721";"01/06/2012";"01/06/2016"
"DISTRITO";"2";"PARTIDO JUSTICIALISTA";"SANTA CRUZ";"CONGRESO NACIONAL";"TITULAR";"MAIMO";"OSVALDO RUBEN";"10569235";"14/03/2013";"14/03/2015"
"DISTRITO";"9";"PARTIDO DEMOCRATA PROGRESISTA                             ";"CAPITAL FEDERAL";"Junta Ejecutiva";"Secretario/a General";"OSCAR ARMANDO";"MOSCARIELLO";"10578261";"09/04/2013";"09/04/2015"
"DISTRITO";"41";"Partido Frente Grande ";"BUENOS AIRES";;"Mesa Ejecutiva Provincial";"CELIA ESTER";"QUATRINI";"10580004";"21/05/2010";"21/05/2013"
"DISTRITO";"197";"PROPUESTA SALTEÑA";"SALTA";"ASAMBLEA";"TITULAR";"ARCE FERNANDEZ";"DAISY MARINA";"10581792";"15/12/2012";"15/12/2014"
"DISTRITO";"289";"UNION POR TODOS";"BUENOS AIRES";"Convencion Provincial";"Delegado/a suplente";"DAVID HORACIO";"D´ACUNTO";"10591597";"16/03/2013";"16/03/2017"
"DISTRITO";"9";"Partido Democrata Progresista";"BUENOS AIRES";"Delegado/a suplente";"Convencion Provincial";"NESTOR OSCAR";"RODRIGUEZ";"10591647";"06/07/2011";"06/07/2015"
"DISTRITO";"2";"PARTIDO JUSTICIALISTA";"SAN JUAN";"MESA EJECUTIVA DE CONSEJO";"VOCAL ";"DIAZ";"MARIA CRISTINA";"10592326";"29/12/2011";"29/12/2013"
"DISTRITO";"176";"ENCUENTRO POR LA DEMOCRACIA Y LA EQUIDAD ";"SANTA FE ";"MESA EJECUTIVA PROVINCIAL ";"VOCAL SUPLENTE";"ATTALA";"GUILLERMO ALBERTO";"10593353";"06/07/2013";"06/07/2016"
"DISTRITO";"2";"PARTIDO JUSTICIALISTA";"RÍO NEGRO";"CONGRESO NACIONAL";"SUPLENTE";"HUENTELAF";"JUAN JOSE";"10595169";"16/03/2012";"16/03/2016"
"DISTRITO";"41";"PARTIDO FRENTE GRANDE                              ";"CAPITAL FEDERAL";"Junta Ejecutiva";"Secretario/a Titular";"RUBEN HORACIO";"DELFINI";"10596788";"02/02/2014";"02/02/2016"
"DISTRITO";"164";"PARTIDO FRENTE DE INTEGRACIÓN SOCIAL PARA UN CAMBIO EN LIBERTAD (F.I.S.C.A.L.)";"MENDOZA";"PLENARIO PROVINCIAL";"TITULAR";"ROMO";"CARLOS ALBERTO";"10599165";"04/03/2013";"04/03/2015"
"DISTRITO";"3";"UNIÓN CÍVICA RADICAL";"SAN JUAN";"COMITÉ DE PROVINCIA";"DELEGADO TITULAR";"PELAYES";"JORGE";"10600284";"20/04/2012";"15/04/2014"
"DISTRITO";"153";"MOVIMIENTO PARA UN NUEVO PAÍS";"MISIONES";"CONVENCIÓN PROVINCIAL";"VOCAL";"FRONCIANI";"GLADYS ESTHER";"10602384";"25/03/2013";"25/03/2015"
"DISTRITO";"54";"PARTIDO DE LA VICTORIA                              ";"CAPITAL FEDERAL";"Congreso de Distrito";"Delegado/a suplente";"HECTOR";"LUCCI";"10605427";"04/09/2013";"04/09/2017"
"DISTRITO";"2";"PARTIDO JUSTICIALISTA";"CORDOBA";"CONSEJO PROVINCIAL";"NO CONSTA";"ALESANDRI";"CARLOS TOMAS";"10609804";"07/04/2011";"07/04/2015"
"DISTRITO";"61";"IZQUIERDA POR UNA OPCIÓN SOCIALISTA";"LA RIOJA";"COMITÉ CENTRAL";"MIEMBRO INTEGRANTE";"BRIZUELA";"MARIA NICOLASA";"10609971";"08/06/2011";"08/06/2015"
"DISTRITO";"2";"PARTIDO JUSTICIALISTA";"LA RIOJA";"CONGRESO PROVINCIAL - RAMA FEMENINA - DPTO. ORTIZ DE OCAMPO";"TITULAR";"LLANOS";"ISABEL ANGELICA DEL ROSARIO";"10609999";"20/12/2012";"20/12/2016"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"RÍO NEGRO";"JUNTA EJECUTIVA PROVINCIAL";"MIEMBRO INTEGRANTE";"IZAGUIRRE";"MARIA JESUSA";"10614213";"28/06/2012";"28/06/2014"
"DISTRITO";"2";"PARTIDO JUSTICIALISTA";"LA PAMPA";"CONSEJO PROVINCIAL";"APODERADO";"RODRÍGUEZ";"CÉSAR IGNACIO";"10614574";"17/10/2009";"17/10/2013"
"DISTRITO";"2";"PARTIDO JUSTICIALISTA";"LA PAMPA";"CONSEJO PROVINCIAL";"8° SECRETARIO TITULAR";"ROBLEDO";"ROBERTO RICARDO";"10614991";"17/10/2009";"17/10/2013"
"DISTRITO";"30";"PARTIDO SOCIALISTA AUTÉNTICO";"LA PAMPA";"JUNTA DE ÉTICA";"TITULAR";"MUÑOZ";"CARLOS RENE";"10615045";"07/04/2013";"09/04/2017"
"DISTRITO";"226";"MOVIMIENTO VECINALISTA PROVINCIAL";"BUENOS AIRES";"Junta Ejecutiva Provincial";"Vocal";"JORGE";"LOPEZ";"10615238";"02/04/2009";"02/04/2013"
"DISTRITO";"190";"NUEVA DIRIGENCIA";"JUJUY";"JUNTA DE GOBIERNO";"TESORERO";"QUISPE";"EVA RITA";"10616625";"25/02/2011";"25/02/2015"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"JUJUY";"CONGRESO PROVINCIAL";"SUPLENTE";"SANDOVAL";"MIRTA DEL VALLE";"10616745";"27/10/2012";"27/10/2014"
"DISTRITO";"187";"CAMBIO JUJEÑO";"JUJUY";"COMITÉ PROVINCIA";"VOCAL TITULAR";"GARZON";"MARIO ALFREDO";"10616923";"10/07/2011";"10/07/2013"
"DISTRITO";"54";"PARTIDO DE LA VICTORIA";"TUCUMÁN";"MESA EJECUTIVA PROVINCIAL";"NO CONSTA";"ROSCONI";"FRANCISCO LUIS";"10618523";"26/05/2011";"26/05/2015"
"DISTRITO";"2";"PARTIDO JUSTICIALISTA";"NEUQUÉN";"CONSEJO PROVINCIAL";"SECRETARIO EDUCACIÓN Y CULTURA";"CARNAGHI";"GUILLERMO OSCAR";"10620235";"05/07/2010";"05/07/2013"
"DISTRITO";"41";"PARTIDO FRENTE GRANDE";"NEUQUÉN";"MESA PROVINCIAL";"VOCAL SUPLENTE 2°";"MEGLIOLI CUELLO";"MABEL BEATRIZ";"10621270";"20/11/2010";"20/11/2012"
"DISTRITO";"164";"PARTIDO FRENTE DE INTEGRACIÓN SOCIAL PARA UN CAMBIO EN LIBERTAD (F.I.S.C.A.L.)";"MENDOZA";"PLENARIO PROVINCIAL";"TITULAR";"CENTARTI";"MARIO CESAR";"10622542";"04/03/2013";"04/03/2015"
"DISTRITO";"3";"UNIÓN CÍVICA RADICAL ";"TIERRA DEL FUEGO";"COMITE NACIONAL";"DELEGADO TITULAR";"BLANCO";"PABLO DANIEL";"10626072";"29/11/2013";"29/11/2015"
"DISTRITO";"166";"MOVIMIENTO POR TODOS";"ENTRE RÍOS";"MESA PROVINCIAL";"SECRETARIO";"SABALZA";"MARIA CRISTINA";"10626120";"12/03/2011";"12/03/2014"
"DISTRITO";"325";"MOVIMIENTO UNIDAD DEL TRABAJO Y LA PRODUCCION";"CAPITAL FEDERAL";"Comité Ejecutivo";"Presidente/a";"PASCUAL JORGE ";"NIGRO";"10627410";"24/06/2013";"24/06/2017"
"DISTRITO";"190";"FRENTE PARA LA VICTORIA";"SAN LUIS";"COMISIÓN DIRECTIVA PROVINCIAL";"VOCAL";"ESPINDOLA";"SUSANA MATILDE";"10628560";"04/02/2010";"04/02/2014"
"DISTRITO";"3";"UNIÓN CÍVICA RADICAL";"MENDOZA";"COMITÉ PROVINCIAL";"VICEPRESIDENTE";"IGLESIAS";"MARCELINO OSCAR";"10628626";"26/11/2013";"25/11/2015"
"DISTRITO";"67";"KOLINA";"RÍO NEGRO";"CONSEJO CENTRAL";"VOCAL SUPLENTE 1°";"VARGAS";"JUAN CARLOS";"10633188";"07/06/2013";"07/06/2015"
"DISTRITO";"65";"PARTIDO UNION CELESTE Y BLANCO ";"CATAMARCA";"CONSEJO PROVINCIAL ";"Vicepresidente 1º";"NORIEGA";"ILDA CATALINA";"10635129";"29/09/2012";"29/09/2016"
"DISTRITO";"47";"COALICIÓN CÍVICA-AFIRMACIÓN PARA UNA REPÚBLICA IGUALITARIA";"CHACO";"COMISIÓN PROVINCIAL";"SECRETARIA GENERAL";"TERADA";"ALICIA";"10639078";"12/05/2012";"12/05/2016"
"DISTRITO";"174";"PARTIDO DE LA CONCERTACIÓN FORJA";"CHACO";"CONCEJO PROVINCIAL";"SUPLENTE";"CABRERA";"OSCAR BONIFACIO";"10639134";"15/12/2013";"14/12/2015"
"DISTRITO";"169";"PARTIDO POPULAR";"CORRIENTES";"Junta Ejecutiva Provincial";"Vocal";"RAMON HUMBERTO";"NAVARRO";"10640146";"19/12/2012";"19/12/2014"
"DISTRITO";"47";"COALICION CIVICA - AFIRMACION PARA UNA REPUBLICA IGUALITARIA (ARI)";"CAPITAL FEDERAL";"Comision Ejecutiva Distrital";"Secretario ";"BLANCA";"MASSOLO";"10642814";"01/11/2012";"01/11/2014"
"DISTRITO";"67";"KOLINA";"TUCUMÁN";"CONSEJO CENTRAL";"VOCAL TITULAR";"CORSIANI";"CARLOS ANTONIO";"10645030";"08/10/2013";"08/10/2017"
"DISTRITO";"67";"KOLINA";"TUCUMÁN";"CONSEJO CENTRAL";"VOCAL SUPLENTE";"MORENO";"MAGDALENA MERCEDES";"10645178";"08/10/2013";"08/10/2017"
"DISTRITO";"181";"FUERZA REPUBLICANA";"TUCUMÁN";"JUNTA PROVINCIAL DE GOBIERNO";"VOCAL TITULAR";"TORANZO";"MABEL DEL VALLE";"10645932";"04/02/2012";"04/02/2016"
"DISTRITO";"181";"FUERZA REPUBLICANA";"TUCUMÁN";"JUNTA PROVINCIAL DE GOBIERNO";"VOCAL TITULAR";"TORANZO";"MABEL DEL VALLE";"10645932";"04/02/2012";"04/02/2016"
"DISTRITO";"181";"FUERZA REPUBLICANA";"TUCUMÁN";"JUNTA PROVINCIAL DE GOBIERNO";"TRIBUNAL ELECTORAL- SUPLENTE";"TORANZO";"MABEL DEL VALLE";"10645932";"04/02/2012";"04/02/2016"
"DISTRITO";"3";"UNIÓN CÍVICA RADICAL";"ENTRE RÍOS";"COMITÉ NACIONAL";"DELEGADO SUPLENTE";"ZAMBON";"GRACIELA YOLANDA";"10646707";"11/11/2012";"11/11/2014"
"DISTRITO";"1";"MOVIMIENTO DE INTEGRACIÓN Y DESARROLLO";"LA PAMPA";"CONVENCION PROVINCIAL";"TITULARES";"GINART";"MIGUEL ANGEL";"10647041";"01/04/2013";"30/10/2014"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"SANTA CRUZ";"JUNTA EJECUTIVA PROVINCIAL";"SECRETARIO ACTAS";"MORAN";"PEDRO ANDRES";"10647580";"06/11/2009";"06/11/11 S/PL 3/11/11"
"DISTRITO";"151";"PARTIDO DEMOCRATA                              ";"CAPITAL FEDERAL";"Junta de Gobierno";"Secretario/a";"MONICA RAQUEL";"ALONSO";"10651238";"21/04/2013";"21/04/2015"
"DISTRITO";"66";"PARTIDO SOLIDARIO";"CORDOBA";"JUNTA ELECTORAL";"MIEMBRO SUPLENTE 2°";"SCARPINI";"MABEL ELVIRA";"10651956";"13/05/2013";"13/05/2017"
"DISTRITO";"3";"UNIÓN CÍVICA RADICAL ";"CHUBUT";"COMITÉ CENTRAL PROVINCIAL";"VOCAL 2°";"FRANICH";"SEGUNDO JORGE";"10657338";"15/12/2012";"15/12/2014"
"DISTRITO";"170";"Partido Democrata Conservador de la Pcia. De Bs.As.";"BUENOS AIRES";"Presidente/a";"Mesa Ejecutiva";"JUAN CARLOS";"DE MARCO";"10659856";"23/06/2013";"23/06/2015"
"DISTRITO";"47";"COALICIÓN CÍVICA - AFIRMACIÓN PARA UNA REPÚBLICA IGUALITARIA";"NEUQUÉN";"Junta Ejecutiva Provincial ";"Vocal Titular";"IZZO";"ALICIA RAMONA";"10660145";"22/05/2012";"22/05/2014"
"DISTRITO";"47";"COALICIÓN CÍVICA-AFIRMACIÓN PARA UNA REPÚBLICA IGUALITARIA";"RÍO NEGRO";"COMISION DE ETICA PROVINCIAL";"VICEPRESIDENTE";"CONTRERAS";"BESABET DE LA CRUZ";"10660298";"30/09/2012";"30/09/2014"
"DISTRITO";"2";"PARTIDO JUSTICIALISTA";"SAN LUIS";"CONSEJO PROVINCIAL";"CONSEJERO TITULAR 15° ";"FRADE";"JOSE RAMON";"10662423";"23/10/2012";"23/10/2016"
"DISTRITO";"2";"PARTIDO JUSTICIALISTA";"SANTA FE";"CONGRESO NACIONAL";"MIEMBRO INTEGRANTE";"ROMERO";"ORFILINA B.";"10662681";"27/05/2012";"27/05/2015"
"DISTRITO";"47";"COALICIÓN CÍVICA - AFIRMACIÓN PARA UNA REPÚBLICA IGUALITARIA";"CATAMARCA";"JUNTA ELECTORAL PARTIDARIA";"MIEMBRO INTEGRANTE";"JEREZ";"LIDIA ROSA";"10663857";"12/05/2014";"12/05/2016"
"DISTRITO";"19";"PARTIDO CONSERVADOR POPULAR";"BUENOS AIRES";"Junta de Gobierno";"Vocal Titular";"OLGA ESTER";"REUS";"10665040";"15/02/2014";"15/02/2018"
"DISTRITO";"153";"MOVIMIENTO PARA UN NUEVO PAÍS";"MISIONES";"CONVENCIÓN PROVINCIAL";"VOCAL";"NAVARRO";"ALBA NELLY";"10665521";"25/03/2013";"25/03/2015"
"DISTRITO";"69";"GEN";"ENTRE RÍOS";"CONVENCIÓN PROVINCIAL";"DELEGADO";"BENEDETTI";"MARIA LETICIA";"10667318";"03/02/2013";"03/02/2015"
"DISTRITO";"191";"POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL";"BUENOS AIRES";"Consejo Provincial";"Secretario/a de la Tercera Edad";"SUSANA BEATRIZ";"DOMINGUEZ";"10668102";"Sin fecha de mandato";
"DISTRITO";"295";"Partido del Trabajo y la Equidad";"BUENOS AIRES";"Secretario/a de Adoctrinamiento";"Consejo Provincial";"LILIANA ROSA";"DI LEO";"10668827";"12/06/2013";"12/06/2017"
"DISTRITO";"3";"Union Civica Radical";"BUENOS AIRES";"Delegado/a";"Convencion Provincial";"CECILIA VIRGINIA";"RANZINI DE UVA";"10669411";"25/10/2012";"25/10/2014"
"DISTRITO";"3";"UNIÓN CÍVICA RADICAL";"CORDOBA";"COMITÉ CENTRAL";"SECRETARIO SUPLENTE";"BALDINI";"MIRTHA NOEMÍ";"10671053";"02/10/2009";"02/10/2011"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"RÍO NEGRO";"CENTRO SOCIALISTA DE CIPOLETTI";"1° SUPLENTE";"BORDI";"LILIAN SUSANA";"10673623";"19/04/2013";"18/04/2015"
"DISTRITO";"54";"PARTIDO DE LA VICTORIA";"CHACO";"MESA DIRECTIVA PROVINCIAL";"SECRETARIO DE ADOCTRINAMIENTO Y CAPACITACIÓN";"CACERES";"FRANCISCO";"10674159";"28/11/2010";"28/11/2014"
"DISTRITO";"163";"BASES Y PRINCIPIOS DEL CHACO";"CHACO";"JUNTA EJECUTIVA PROVINCIAL";"VOCAL TITULAR SEPTIMO";"AMBROSI";"ALDO NESTOR";"10674401";"03/11/2012";"03/11/2014"
"DISTRITO";"3";"UNIÓN CÍVICA RADICAL ";"CHACO";"CONVENCION PROVINCIAL. LISTA INTERNA, AZUL, NARANJA, MORADA. (RESISTENCIA)";"DELEGADO TITULAR";"SOTELO";"GRACIELA RENE";"10674632";"10/12/2013";"10/12/2015"
"DISTRITO";"189";"PARTIDO PROYECTO POPULAR";"CHACO";"CONGRESO PROVINCIAL";"VOCAL SUPLENTE";"FRANCO";"EVA";"10674700";"27/05/2013";"27/05/2015"
"DISTRITO";"189";"PARTIDO PROYECTO POPULAR";"CHACO";"COMISIÓN REVISORA DE CUENTAS";"REVISOR TITULAR 2°";"FRANCO";"EVA";"10674700";"27/05/2013";"27/05/2015"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"MISIONES";"CONGRESO PROVINCIAL";"CONGRESAL TITULAR";"RODRIGUEZ";"MARIA CRISTINA";"10675420";"25/05/2014";"25/05/2016"
"DISTRITO";"3";"UNIÓN CÍVICA RADICAL ";"RÍO NEGRO";"CONVENCIÓN NACIONAL";"DELEGADO TITULAR";"BASSO";"CARLOS";"10675656";"10/12/2012";"10/12/2016"
"DISTRITO";"288";"PARTIDO COMUNISTA AUTÉNTICO";"BUENOS AIRES";"Asamblea de distrito";"Delegado/a Titular";"OFELIA CONCEPCION";"BERTAGNA";"10681534";"17/02/2013";"17/02/2017"
"DISTRITO";"288";"PARTIDO COMUNISTA AUTÉNTICO";"BUENOS AIRES";"Tribunal de Disciplina";"Delegado/a suplente";"OFELIA CONCEPCIÓN";"BERTAGNA";"10681534";"17/02/2013";"17/02/2017"
"DISTRITO";"288";"PARTIDO COMUNISTA AUTÉNTICO";"BUENOS AIRES";"Comité de Provincia";"Delegado/a";"OFELIA CONCEPCION";"BERTAGNA";"10681534";"18/02/2013";"18/02/2017"
"DISTRITO";"64";"PRO-PROPUESTA REPUBLICANA";"CORDOBA";"ASAMBLEA DE DELEGADOS";"TITULAR";"SIMONAZZI";"RITA LAURA AMELIA";"10682483";"16/10/2012";"16/10/2014"
"DISTRITO";"216";"FRENTE FEDERAL DE ACCIÓN SOLIDARIA";"CORDOBA";"MESA EJECUTIVA PROVINCIAL";"PRESIDENTE";"RE";"CARLOS ALBERTO";"10682810";"27/01/2011";"27/01/2015"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"CORDOBA";"CONGRESO PROVINCIAL";"SUPLENTE";"COLANTONIO";"MAURO HECTOR";"10683814";"01/08/2012";"31/07/2014"
"DISTRITO";"167";"PARTIDO MOVIMIENTO VIDA Y COMPROMISO";"SAN JUAN";"CONSEJO PROVINCIAL";"VOCAL";"ZARATE";"MIRTHA ANA";"10684476";"13/11/2010";"13/11/2014"
